candidate_id,name,party,age,education
2980,Faras Nagarajan,BJP,50,PhD
2981,Wriddhish Narula,BJP,32,Postgraduate
2982,Ishaan Nagarajan,AAP,74,Postgraduate
2983,Ekavir Madan,AAP,52,12th Pass
2984,Krish Gupta,BJP,50,PhD
2985,Hemal Rajagopalan,INC,34,PhD
2986,Charvi Chaudry,BJP,30,Graduate
2987,Karan Balay,Independent,57,PhD
2988,Anya Batra,Regional Party,27,Postgraduate
2989,Kamya Chandran,AAP,69,PhD
2990,Dhriti Manne,INC,71,PhD
2991,Theodore Vig,Regional Party,37,PhD
2992,Sai Wali,INC,66,Postgraduate
2993,Wriddhish Sridhar,BJP,73,Graduate
2994,Balhaar Varma,Regional Party,72,Graduate
2995,Wazir Tank,Independent,61,Postgraduate
2996,Zayyan Palla,Regional Party,50,12th Pass
2997,Bhavika Sarraf,AAP,42,Postgraduate
2998,Luke Balasubramanian,Regional Party,26,Graduate
2999,Aarush Srinivas,Independent,30,Postgraduate
3000,Dhriti Chandra,INC,47,12th Pass
